"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"
10	2	10513	10513	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
21	2	7392	7392	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
25	2	6474	6474	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
29	2	6023	6023	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
30	2	5994	5994	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
45	2	4396	4396	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
57	2	3568	3568	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
62	2	3486	3486	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
68	2	3148	3148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
81	2	2504	2504	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
9	2	10733	10733	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
100	3	1721	1721	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
151	3	681	681	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
20	3	7832	7832	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
33	3	5662	5662	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
39	3	4921	4921	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
40	3	4893	4893	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
46	3	4356	4356	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
53	3	3676	3676	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
58	3	3567	3567	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
77	3	2688	2688	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
87	3	2151	2151	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
13	4	9073	9073	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
22	4	6632	6632	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
3	4	12749	12749	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
6	4	11614	11614	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
1	5	21390	21390	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
43	5	4640	4640	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
4	5	12360	12360	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
118	6	1182	1182	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
119	6	1176	1176	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
34	6	5346	5346	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
50	6	3922	3922	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
61	6	3507	3507	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
74	6	2784	2784	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
84	6	2345	2345	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
52	7	3692	3692	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
5	7	11982	11982	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
2	8	14420	14420	"All"	"Other"	"All"	"Solanum_lichtensteinii"
101	9	1663	1663	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
114	9	1241	1241	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
169	9	526	526	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
76	9	2753	2753	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
78	9	2651	2651	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
79	9	2590	2590	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
83	9	2365	2365	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_lichtensteinii"
28	10	6026	6026	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
32	10	5677	5677	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
18	11	7965	7965	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_lichtensteinii"
88	11	2123	2123	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_lichtensteinii"
16	12	8788	8788	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
103	13	1528	1528	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
26	13	6419	6419	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
19	14	7881	7881	"All"	"Other"	"All"	"Solanum_lichtensteinii"
165	15	588	588	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
55	15	3662	3662	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
66	15	3201	3201	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_lichtensteinii"
49	16	3947	3947	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
69	16	3033	3033	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
23	17	6565	6565	"All"	"Other"	"All"	"Solanum_lichtensteinii"
24	18	6561	6561	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_lichtensteinii"
27	19	6190	6190	"All"	"Other"	"All"	"Solanum_lichtensteinii"
31	20	5972	5972	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
35	21	5288	5288	"All"	"Other"	"All"	"Solanum_lichtensteinii"
36	22	5066	5066	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
41	23	4776	4776	"All"	"Other"	"All"	"Solanum_lichtensteinii"
44	24	4522	4522	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
47	25	4342	4342	"All"	"Other"	"All"	"Solanum_lichtensteinii"
48	26	4160	4160	"All"	"Other"	"All"	"Solanum_lichtensteinii"
54	27	3673	3673	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
56	28	3633	3633	"All"	"Other"	"All"	"Solanum_lichtensteinii"
59	29	3546	3546	"All"	"Other"	"All"	"Solanum_lichtensteinii"
60	30	3520	3520	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
63	31	3428	3428	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_lichtensteinii"
64	32	3328	3328	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
67	33	3191	3191	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
140	34	777	777	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
85	34	2307	2307	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
70	35	3011	3011	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_lichtensteinii"
133	36	931	931	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
95	36	1863	1863	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
73	37	2792	2792	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
75	38	2762	2762	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_lichtensteinii"
80	39	2536	2536	"All"	"Other"	"All"	"Solanum_lichtensteinii"
82	40	2494	2494	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
86	41	2151	2151	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
89	42	2055	2055	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
90	43	1978	1978	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
91	44	1948	1948	"All"	"Other"	"All"	"Solanum_lichtensteinii"
92	45	1915	1915	"All"	"Other"	"All"	"Solanum_lichtensteinii"
93	46	1885	1885	"All"	"Other"	"All"	"Solanum_lichtensteinii"
94	47	1880	1880	"All"	"Other"	"All"	"Solanum_lichtensteinii"
96	48	1841	1841	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_lichtensteinii"
97	49	1821	1821	"All"	"Other"	"All"	"Solanum_lichtensteinii"
98	50	1772	1772	"All"	"Other"	"All"	"Solanum_lichtensteinii"
99	51	1750	1750	"All"	"Other"	"All"	"Solanum_lichtensteinii"
134	52	918	918	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
141	52	766	766	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
102	53	1531	1531	"All"	"Other"	"All"	"Solanum_lichtensteinii"
104	54	1512	1512	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
105	55	1476	1476	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
106	56	1454	1454	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
107	57	1428	1428	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
108	58	1391	1391	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
109	59	1373	1373	"All"	"Other"	"All"	"Solanum_lichtensteinii"
131	60	971	971	"All"	"Other"	"All"	"Solanum_lichtensteinii"
192	60	384	384	"All"	"Other"	"All"	"Solanum_lichtensteinii"
110	61	1337	1337	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
111	62	1310	1310	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_lichtensteinii"
112	63	1284	1284	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_lichtensteinii"
113	64	1255	1255	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
115	65	1235	1235	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
116	66	1219	1219	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
117	67	1195	1195	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
120	68	1168	1168	"All"	"Other"	"All"	"Solanum_lichtensteinii"
121	69	1140	1140	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
122	70	1136	1136	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_lichtensteinii"
123	71	1128	1128	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
124	72	1101	1101	"All"	"Other"	"All"	"Solanum_lichtensteinii"
125	73	1097	1097	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
126	74	1091	1091	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
127	75	1081	1081	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
128	76	1078	1078	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
129	77	1046	1046	"All"	"Other"	"All"	"Solanum_lichtensteinii"
130	78	999	999	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_lichtensteinii"
132	79	964	964	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I"	"Solanum_lichtensteinii"
135	80	875	875	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_lichtensteinii"
136	81	835	835	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_lichtensteinii"
137	82	823	823	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_lichtensteinii"
138	83	791	791	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_lichtensteinii"
139	84	786	786	"All"	"Other"	"All"	"Solanum_lichtensteinii"
142	85	759	759	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
143	86	758	758	"All"	"Other"	"All"	"Solanum_lichtensteinii"
144	87	742	742	"All"	"Other"	"All"	"Solanum_lichtensteinii"
145	88	735	735	"All"	"Other"	"All"	"Solanum_lichtensteinii"
146	89	730	730	"All"	"Other"	"All"	"Solanum_lichtensteinii"
147	90	725	725	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_lichtensteinii"
148	91	722	722	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
149	92	719	719	"All"	"Other"	"All"	"Solanum_lichtensteinii"
150	93	698	698	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
152	94	680	680	"All"	"Other"	"All"	"Solanum_lichtensteinii"
153	95	675	675	"All"	"Other"	"All"	"Solanum_lichtensteinii"
154	96	657	657	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
155	97	639	639	"All"	"Other"	"All"	"Solanum_lichtensteinii"
156	98	635	635	"All"	"Other"	"All"	"Solanum_lichtensteinii"
157	99	623	623	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_lichtensteinii"
158	100	617	617	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
159	101	616	616	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_lichtensteinii"
160	102	615	615	"All"	"Other"	"All"	"Solanum_lichtensteinii"
161	103	601	601	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_lichtensteinii"
