"Number_of_reads_in_clusters"	2995594
"Number_of_clusters"	326414
"Number_of_superclusters"	326347
"Number_of_singlets"	905488
"Number_of_analyzed_reads"	3901082

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
42	5	14208	14208	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
44	5	13963	13963	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
54	5	11692	11692	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
6	6	50674	50674	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
7	6	48189	48189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
11	7	41347	41347	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
20	8	25264	25264	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
81	8	6877	6877	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
17	9	26094	26094	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
101	10	3893	3893	"All/repeat"	"Other"	""
69	10	8604	8604	"All/repeat"	"Other"	""
72	10	8081	8081	"All/repeat"	"Other"	""
97	10	4760	4760	"All/repeat"	"Other"	""
21	11	25201	25201	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
39	12	15709	15709	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
73	12	7899	7899	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
25	13	22494	22494	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
27	14	21943	21943	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
28	15	20857	20857	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
29	16	20785	20785	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
31	17	18548	18548	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
37	18	15897	15897	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
43	19	14065	14065	"All/repeat/satellite"	"Putative satellites (low confidence)"	""
47	20	13297	13297	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Putative LTR elements"	""
53	21	11771	11771	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
56	22	11202	11202	"All/repeat/mobile_element/Class_I"	"Other"	""
59	23	10391	10391	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	""
61	24	10157	10157	"All"	"Other"	""
62	25	9987	9987	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
64	26	9624	9624	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
77	27	7254	7254	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
78	28	7052	7052	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
79	29	7036	7036	"All"	"Other"	""
80	30	6937	6937	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
82	31	6809	6809	"All/repeat/mobile_element/Class_I"	"Other"	""
88	32	5461	5461	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
91	33	5144	5144	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
92	34	5121	5121	"All"	"Other"	""
113	35	2793	2793	"All/organelle/mitochondria"	"Other"	""
120	35	2313	2313	"All/organelle/mitochondria"	"Other"	""
93	36	4974	4974	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	""
94	37	4901	4901	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
95	38	4896	4896	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
96	39	4830	4830	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
98	40	4495	4495	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
99	41	4294	4294	"All"	"Other"	""
126	42	2133	2133	"All/repeat/rDNA/45S_rDNA/18S_rDNA"	"Other"	""
127	42	2132	2132	"All/repeat/rDNA/45S_rDNA/18S_rDNA"	"Other"	""
100	43	4140	4140	"All"	"Other"	""
102	44	3884	3884	"All"	"Other"	""
103	45	3878	3878	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
104	46	3834	3834	"All"	"Other"	""
106	47	3592	3592	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
107	48	3519	3519	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
108	49	3428	3428	"All"	"Other"	""
109	50	3231	3231	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
110	51	3200	3200	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	""
111	52	3035	3035	"All"	"Other"	""
114	53	2603	2603	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	""
116	54	2576	2576	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia"	"Other"	""
117	55	2540	2540	"All"	"Other"	""
118	56	2491	2491	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative LTR elements"	""
119	57	2490	2490	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
121	58	2273	2273	"All"	"Other"	""
122	59	2273	2273	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Other"	""
123	60	2268	2268	"All"	"Other"	""
124	61	2237	2237	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	""
125	62	2155	2155	"All"	"Other"	""
128	63	1948	1948	"All/organelle/mitochondria"	"Other"	""
129	64	1934	1934	"All"	"Other"	""
130	65	1895	1895	"All/organelle/mitochondria"	"Other"	""
131	66	1876	1876	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
132	67	1871	1871	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative satellites (low confidence)"	""
133	68	1850	1850	"All/organelle/mitochondria"	"Other"	""
134	69	1849	1849	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative satellites (low confidence)"	""
135	70	1828	1828	"All/organelle/mitochondria"	"Other"	""
136	71	1813	1813	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
137	72	1789	1789	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
138	73	1786	1786	"All/organelle/mitochondria"	"Other"	""
139	74	1771	1771	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
140	75	1769	1769	"All/repeat"	"Other"	""
141	76	1768	1768	"All"	"Other"	""
142	77	1724	1724	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
143	78	1685	1685	"All"	"Other"	""
144	79	1680	1680	"All"	"Other"	""
145	80	1643	1643	"All"	"Other"	""
146	81	1640	1640	"All/organelle/mitochondria"	"Other"	""
147	82	1551	1551	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
148	83	1537	1537	"All/organelle/mitochondria"	"Other"	""
149	84	1509	1509	"All"	"Other"	""
150	85	1434	1434	"All"	"Other"	""
151	86	1425	1425	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
152	87	1376	1376	"All/repeat/mobile_element/Class_I"	"Other"	""
153	88	1348	1348	"All"	"Putative LTR elements"	""
154	89	1327	1327	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	""
155	90	1321	1321	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	""
156	91	1301	1301	"All/organelle/mitochondria"	"Other"	""
157	92	1279	1279	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	""
168	93	1112	1112	"All"	"Other"	""
158	94	1236	1236	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
159	95	1235	1235	"All/organelle/mitochondria"	"Other"	""
160	96	1229	1229	"All/organelle/mitochondria"	"Other"	""
161	97	1217	1217	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	""
162	98	1186	1186	"All/repeat"	"Other"	""
163	99	1173	1173	"All"	"Other"	""
164	100	1167	1167	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
165	101	1160	1160	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	""
166	102	1149	1149	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
167	103	1137	1137	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
169	104	1110	1110	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
170	105	1106	1106	"All"	"Other"	""
171	106	1086	1086	"All"	"Other"	""
172	107	1066	1066	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
173	108	1037	1037	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	""
174	109	1036	1036	"All"	"Other"	""
175	110	989	989	"All/organelle/mitochondria"	"Other"	""
176	111	893	893	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
177	112	890	890	"All"	"Other"	""
178	113	889	889	"All/organelle/mitochondria"	"Other"	""
179	114	881	881	"All"	"Other"	""
180	115	870	870	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
181	116	853	853	"All"	"Other"	""
182	117	849	849	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
183	118	848	848	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
184	119	798	798	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
185	120	795	795	"All"	"Other"	""
186	121	789	789	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
187	122	789	789	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	""
188	123	785	785	"All"	"Other"	""
189	124	776	776	"All/organelle/mitochondria"	"Other"	""
190	125	751	751	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
191	126	741	741	"All"	"Other"	""
192	127	736	736	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
193	128	734	734	"All"	"Other"	""
194	129	722	722	"All"	"Other"	""
195	130	715	715	"All/organelle/mitochondria"	"Other"	""
196	131	684	684	"All"	"Other"	""
197	132	681	681	"All"	"Other"	""
198	133	655	655	"All/repeat/mobile_element/Class_I"	"Other"	""
199	134	648	648	"All"	"Other"	""
200	135	645	645	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
201	136	634	634	"All"	"Other"	""
202	137	617	617	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
203	138	604	604	"All"	"Other"	""
204	139	601	601	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
205	140	599	599	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
206	141	570	570	"All/organelle/mitochondria"	"Other"	""
207	142	568	568	"All/organelle/mitochondria"	"Other"	""
208	143	568	568	"All"	"Other"	""
209	144	557	557	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
210	146	545	545	"All"	"Other"	""
211	147	533	533	"All"	"Other"	""
212	148	514	514	"All"	"Other"	""
213	149	512	512	"All/organelle/mitochondria"	"Other"	""
214	150	485	485	"All"	"Other"	""
215	151	472	472	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
216	152	461	461	"All"	"Other"	""
217	153	454	454	"All"	"Other"	""
218	154	448	448	"All"	"Other"	""
219	155	437	437	"All"	"Other"	""
220	156	436	436	"All"	"Other"	""
221	157	436	436	"All"	"Other"	""
222	158	425	425	"All"	"Other"	""
223	159	418	418	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	""
224	160	412	412	"All"	"Other"	""
225	161	403	403	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
226	162	402	402	"All"	"Other"	""
227	163	397	397	"All"	"Other"	""
