"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"
51	4	5423	5423	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_incanum_BFaso"
59	4	5009	5009	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_incanum_BFaso"
90	4	2811	2811	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_incanum_BFaso"
103	5	2043	2043	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
106	5	1907	1907	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
113	5	1814	1814	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
56	5	5113	5113	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
63	5	4403	4403	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
67	5	3986	3986	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
69	5	3776	3776	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
71	5	3739	3739	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
72	5	3628	3628	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
74	5	3584	3584	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
77	5	3518	3518	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
78	5	3440	3440	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
84	5	3143	3143	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
87	5	3040	3040	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
93	5	2553	2553	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
94	5	2322	2322	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
95	5	2290	2290	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_incanum_BFaso"
4	6	23769	23769	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
5	6	23468	23468	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
17	7	11076	11076	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
31	7	8544	8544	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
48	7	5938	5938	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
6	8	23331	23331	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
10	9	16898	16898	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
53	9	5364	5364	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
45	10	6680	6680	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
54	10	5151	5151	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
61	10	4775	4775	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
75	10	3583	3583	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
44	11	6888	6888	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
49	11	5903	5903	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
52	11	5413	5413	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
30	12	8757	8757	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
55	12	5126	5126	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
14	13	12644	12644	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
15	14	11198	11198	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_incanum_BFaso"
16	15	11136	11136	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
20	16	10883	10883	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
22	17	9976	9976	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
26	18	9104	9104	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
29	19	8962	8962	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
35	20	8020	8020	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
38	21	7738	7738	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_incanum_BFaso"
42	22	7077	7077	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
43	23	7010	7010	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
50	24	5530	5530	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_incanum_BFaso"
105	25	1952	1952	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_incanum_BFaso"
125	25	1143	1143	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_incanum_BFaso"
98	25	2249	2249	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_incanum_BFaso"
57	26	5039	5039	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_incanum_BFaso"
58	27	5025	5025	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
60	28	4842	4842	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_incanum_BFaso"
64	29	4286	4286	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
65	30	4164	4164	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
66	31	4026	4026	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
68	32	3963	3963	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
73	33	3618	3618	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_incanum_BFaso"
76	34	3580	3580	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_incanum_BFaso"
79	35	3432	3432	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_incanum_BFaso"
80	36	3415	3415	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
81	37	3372	3372	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
82	38	3323	3323	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
85	39	3109	3109	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
86	40	3091	3091	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
88	41	2926	2926	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
89	42	2915	2915	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
91	43	2586	2586	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
92	44	2571	2571	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
97	45	2253	2253	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_incanum_BFaso"
99	46	2187	2187	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
100	47	2145	2145	"All/repeat/rDNA/5S_rDNA"	"rDNA"	"All/repeat/rDNA/5S_rDNA"	"Solanum_incanum_BFaso"
101	48	2076	2076	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
102	49	2057	2057	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
104	50	2028	2028	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_incanum_BFaso"
107	51	1905	1905	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
108	52	1904	1904	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
109	53	1867	1867	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_incanum_BFaso"
110	54	1861	1861	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
111	55	1851	1851	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
112	56	1833	1833	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
114	57	1646	1646	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_incanum_BFaso"
115	58	1634	1634	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
116	59	1589	1589	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
117	60	1537	1537	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
118	61	1509	1509	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_incanum_BFaso"
119	62	1501	1501	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
120	63	1432	1432	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
121	64	1427	1427	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
122	65	1400	1400	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
123	66	1188	1188	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_incanum_BFaso"
124	67	1164	1164	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
152	68	574	574	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
161	68	500	500	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
126	69	1072	1072	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
127	70	1064	1064	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
128	71	1031	1031	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Solanum_incanum_BFaso"
129	72	996	996	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
130	73	975	975	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
131	74	968	968	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
132	75	962	962	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
133	76	940	940	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
134	77	894	894	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_incanum_BFaso"
135	78	887	887	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
136	79	828	828	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
137	80	825	825	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
138	81	794	794	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
139	82	784	784	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
140	83	770	770	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_incanum_BFaso"
141	84	748	748	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
142	85	691	691	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
143	86	691	691	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
144	87	668	668	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
145	88	656	656	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_incanum_BFaso"
146	89	656	656	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
147	90	639	639	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
148	91	605	605	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
149	92	599	599	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
150	93	599	599	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_incanum_BFaso"
163	94	483	483	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
151	95	589	589	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_incanum_BFaso"
153	96	572	572	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
154	97	565	565	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
155	98	558	558	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_incanum_BFaso"
156	99	550	550	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_incanum_BFaso"
157	100	519	519	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
158	101	513	513	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_incanum_BFaso"
159	102	511	511	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_incanum_BFaso"
160	103	502	502	"All"	"Other"	"All"	"Solanum_incanum_BFaso"
