"Number_of_reads_in_clusters"	1122047
"Number_of_clusters"	125809
"Number_of_superclusters"	125755
"Number_of_singlets"	581687
"Number_of_analyzed_reads"	1703734

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
34	15	7594	7594	"All"	"Other"	""
72	16	2909	2909	"All/repeat"	"Other"	""
75	16	2815	2815	"All/repeat"	"Other"	""
92	16	1528	1528	"All/repeat"	"Other"	""
39	17	7182	7182	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
40	18	7126	7126	"All"	"Other"	""
41	19	6590	6590	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Putative LTR elements"	""
46	20	5820	5820	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	""
47	21	5747	5747	"All"	"Other"	""
48	22	5548	5548	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
58	23	4482	4482	"All"	"Other"	""
59	24	4453	4453	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
77	25	2639	2639	"All/organelle/plastid"	"Other"	""
88	25	1709	1709	"All/organelle/plastid"	"Other"	""
80	26	2476	2476	"All/organelle/plastid"	"Other"	""
87	26	1823	1823	"All/organelle/plastid"	"Other"	""
60	27	4016	4016	"All"	"Other"	""
61	28	3980	3980	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
64	29	3918	3918	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	""
66	30	3503	3503	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
89	31	1667	1667	"All/organelle/plastid"	"Other"	""
91	31	1591	1591	"All/organelle/plastid"	"Other"	""
68	32	3124	3124	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
69	33	3054	3054	"All"	"Other"	""
70	34	2972	2972	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
74	35	2858	2858	"All"	"Other"	""
78	36	2587	2587	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
81	37	2248	2248	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
82	38	2215	2215	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
84	39	2212	2212	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
85	40	2204	2204	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
86	41	2158	2158	"All/organelle/plastid"	"Other"	""
93	42	1528	1528	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
94	43	1494	1494	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
95	44	1410	1410	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
96	45	1404	1404	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
97	46	1381	1381	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
98	47	1366	1366	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
99	48	1364	1364	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
100	49	1294	1294	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
103	50	1033	1033	"All"	"Other"	""
102	51	1113	1113	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
104	52	1027	1027	"All"	"Other"	""
105	53	1023	1023	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	""
106	54	933	933	"All"	"Other"	""
107	55	928	928	"All"	"Other"	""
108	56	921	921	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
109	57	892	892	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
110	58	874	874	"All/repeat"	"Other"	""
112	59	837	837	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
113	60	831	831	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
114	61	822	822	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	""
115	62	768	768	"All"	"Other"	""
116	63	694	694	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
117	64	686	686	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
118	65	686	686	"All"	"Other"	""
119	66	660	660	"All/repeat/mobile_element/Class_I"	"Other"	""
120	67	653	653	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	""
121	68	625	625	"All"	"Other"	""
122	69	621	621	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	""
123	70	616	616	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
124	71	613	613	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	""
125	72	597	597	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	""
126	73	592	592	"All"	"Other"	""
127	74	582	582	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
128	75	581	581	"All"	"Other"	""
129	76	579	579	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
130	77	574	574	"All"	"Other"	""
131	78	537	537	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
132	79	521	521	"All"	"Other"	""
133	80	511	511	"All"	"Other"	""
134	81	506	506	"All"	"Other"	""
135	82	502	502	"All"	"Other"	""
136	83	486	486	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
137	84	460	460	"All"	"Other"	""
138	85	445	445	"All"	"Other"	""
139	86	434	434	"All"	"Other"	""
140	87	424	424	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
141	88	423	423	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
142	89	417	417	"All"	"Other"	""
143	90	405	405	"All"	"Other"	""
144	91	395	395	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	""
145	92	386	386	"All"	"Other"	""
146	93	383	383	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
147	94	381	381	"All"	"Other"	""
148	95	377	377	"All/repeat/mobile_element/Class_I"	"Other"	""
149	96	356	356	"All"	"Other"	""
150	97	354	354	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
151	98	347	347	"All"	"Other"	""
152	99	346	346	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
153	100	341	341	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
154	101	336	336	"All/repeat"	"Other"	""
155	102	336	336	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
156	103	329	329	"All"	"Other"	""
157	104	324	324	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
158	105	310	310	"All"	"Other"	""
159	106	305	305	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
160	107	296	296	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
161	108	293	293	"All"	"Other"	""
162	109	288	288	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
163	110	287	287	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	""
164	111	276	276	"All"	"Other"	""
165	112	260	260	"All"	"Other"	""
166	113	258	258	"All"	"Other"	""
167	114	241	241	"All"	"Other"	""
168	115	240	240	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
169	116	239	239	"All"	"Other"	""
170	117	236	236	"All"	"Other"	""
171	118	236	236	"All"	"Other"	""
172	119	231	231	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Other"	""
173	120	227	227	"All"	"Other"	""
174	121	226	226	"All"	"Other"	""
175	122	214	214	"All"	"Other"	""
176	123	213	213	"All"	"Other"	""
177	124	207	207	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
178	125	206	206	"All"	"Other"	""
179	126	203	203	"All"	"Other"	""
180	127	203	203	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
181	128	203	203	"All"	"Other"	""
182	129	196	196	"All"	"Other"	""
183	130	193	193	"All"	"Other"	""
184	131	191	191	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
185	132	189	189	"All/organelle/mitochondria"	"Other"	""
186	133	186	186	"All"	"Other"	""
187	134	180	180	"All"	"Other"	""
188	135	179	179	"All"	"Other"	""
189	136	178	178	"All"	"Other"	""
190	137	178	178	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
191	138	175	175	"All"	"Other"	""
192	139	174	174	"All"	"Other"	""
193	140	173	173	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
194	141	173	173	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
195	142	172	172	"All"	"Other"	""
