"Number_of_reads_in_clusters"	1599013
"Number_of_clusters"	166835
"Number_of_superclusters"	166767
"Number_of_singlets"	680823
"Number_of_analyzed_reads"	2279836

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
36	3	9880	9880	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
40	3	8649	8649	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
44	3	8018	8018	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
49	3	7238	7238	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
50	3	7180	7180	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
53	3	6959	6959	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
88	3	2838	2838	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
42	4	8258	8258	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
54	4	6799	6799	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
56	4	6634	6634	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
59	4	6256	6256	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
62	4	5476	5476	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
65	4	5066	5066	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
66	4	5001	5001	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
68	4	4724	4724	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
75	4	4159	4159	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
84	4	3138	3138	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
85	4	3072	3072	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
87	4	2943	2943	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
93	4	2516	2516	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
97	4	2389	2389	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
98	4	2363	2363	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
99	4	2343	2343	"All/organelle/plastid"	"Other"	"All/organelle/plastid"
113	5	1836	1836	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
33	5	10647	10647	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
34	5	10507	10507	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
39	5	8870	8870	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
45	5	7866	7866	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
51	5	7171	7171	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
55	5	6760	6760	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
57	5	6566	6566	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
58	5	6256	6256	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
28	6	11699	11699	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"
31	6	11066	11066	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"
60	6	5678	5678	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"
16	7	15840	15840	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
24	7	12260	12260	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
7	8	25394	25394	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy"
41	9	8417	8417	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
43	9	8120	8120	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
64	9	5142	5142	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
12	10	21487	21487	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
108*	11-1	1924	1924	"All/repeat"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"
137*	11-1	860	860	"All/repeat"	"Other"	"All/repeat/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"
61*	11-2	5542	5542	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"
78*	11-2	3763	3763	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"
80*	11-2	3278	3278	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"
83*	11-2	3163	3163	"All/repeat"	"Other"	"All/repeat/rDNA/45S_rDNA"
18	12	15590	15590	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"
22	13	14483	14483	"All"	"Other"	"All"
37	14	9634	9634	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
47	15	7445	7445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
48	16	7259	7259	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"
52	17	7058	7058	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"
67	18	4766	4766	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"
69	19	4701	4701	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
70	20	4646	4646	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
71	21	4557	4557	"All"	"Other"	"All"
72	22	4548	4548	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"
73	23	4390	4390	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
74	24	4306	4306	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
76	25	3989	3989	"All"	"Other"	"All"
77	26	3850	3850	"All"	"Other"	"All"
79	27	3594	3594	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
81	28	3195	3195	"All"	"Other"	"All"
82	29	3189	3189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
86	30	3068	3068	"All"	"Other"	"All"
89	31	2815	2815	"All"	"Other"	"All"
90	32	2808	2808	"All"	"Other"	"All"
91	33	2760	2760	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"
92	34	2613	2613	"All/repeat/mobile_element"	"Other"	"All/repeat/mobile_element"
94	35	2511	2511	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"
95	36	2440	2440	"All"	"Other"	"All"
96	37	2409	2409	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"
100	38	2266	2266	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
101	39	2222	2222	"All"	"Other"	"All"
103	40	2089	2089	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
102	41	2168	2168	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
104	42	2057	2057	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
105	43	2031	2031	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
106	44	1982	1982	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"
107	45	1927	1927	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
109	46	1904	1904	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
110	47	1894	1894	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
111	48	1870	1870	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
112	49	1858	1858	"All"	"Other"	"All"
114	50	1766	1766	"All"	"Other"	"All"
115	51	1636	1636	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I"
116	52	1629	1629	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"
117	53	1601	1601	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"
118	54	1556	1556	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
119	55	1490	1490	"All"	"Other"	"All"
120	56	1445	1445	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
121	57	1355	1355	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"
122	58	1230	1230	"All"	"Other"	"All"
123	59	1224	1224	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
124	60	1183	1183	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"
125	61	1168	1168	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"
126	62	1148	1148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
127	63	1119	1119	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"
128	64	1094	1094	"All"	"Other"	"All"
129	65	1065	1065	"All"	"Other"	"All"
130	66	1059	1059	"All"	"Other"	"All"
131	67	1052	1052	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
132	68	911	911	"All"	"Other"	"All"
133	69	903	903	"All"	"Other"	"All"
134	70	881	881	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
135	71	872	872	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"
136	72	862	862	"All"	"Other"	"All"
138	73	857	857	"All"	"Other"	"All"
139	74	857	857	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"
140	75	844	844	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
141	76	828	828	"All"	"Other"	"All"
142	77	806	806	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"
143	78	786	786	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
144	79	783	783	"All"	"Other"	"All"
145	80	772	772	"All"	"Other"	"All"
146	81	770	770	"All"	"Other"	"All"
147	82	760	760	"All/repeat/rDNA/5S_rDNA"	"rDNA"	"All/repeat/rDNA/5S_rDNA"
148	83	760	760	"All"	"Other"	"All"
149	84	760	760	"All"	"Other"	"All"
150	85	757	757	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"
151	86	703	703	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"
152	87	686	686	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
153	88	668	668	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"
154	89	653	653	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
155	90	644	644	"All"	"Other"	"All"
156	91	628	628	"All"	"Other"	"All"
157	92	615	615	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
158	93	611	611	"All"	"Other"	"All"
192	94	340	340	"All"	"Other"	"All"
209	94	260	260	"All"	"Other"	"All"
159	95	580	580	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"
160	96	569	569	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"
161	97	565	565	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"
162	98	561	561	"All"	"Other"	"All"
163	99	549	549	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"
164	100	545	545	"All"	"Other"	"All"
165	101	539	539	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"
185	102	380	380	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"
166	103	525	525	"All"	"Other"	"All"
167	104	524	524	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"
168	105	504	504	"All"	"Other"	"All"
169	106	500	500	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"
170	107	497	497	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
171	108	497	497	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"
172*	109*	496	496	"All"	"Putative satellites (high confidence)"	"All/repeat/satellite"
173	110	477	477	"All"	"Other"	"All"
174	111	475	475	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"
175	112	467	467	"All"	"Other"	"All"
176	113	439	439	"All"	"Other"	"All"
177	114	437	437	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"
178	115	437	437	"All"	"Other"	"All"
179	116	430	430	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"
180	117	408	408	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
181	118	403	403	"All"	"Other"	"All"
182	119	391	391	"All"	"Other"	"All"
183	120	384	384	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"
184	121	383	383	"All"	"Other"	"All"
186	122	373	373	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"
187	123	370	370	"All"	"Other"	"All"
188	124	365	365	"All"	"Other"	"All"
189	125	363	363	"All"	"Other"	"All"
190	126	353	353	"All"	"Other"	"All"
191	127	347	347	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"
193	128	337	337	"All"	"Other"	"All"
194	129	330	330	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"
195	130	324	324	"All"	"Other"	"All"
196	131	323	323	"All"	"Other"	"All"
197	132	313	313	"All"	"Other"	"All"
198	133	313	313	"All"	"Other"	"All"
199	134	311	311	"All"	"Other"	"All"
200	135	300	300	"All"	"Other"	"All"
201	136	299	299	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"
202	137	291	291	"All"	"Other"	"All"
203	138	281	281	"All"	"Other"	"All"
204	139	278	278	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"
205	140	274	274	"All"	"Other"	"All"
