Cluster,Supercluster,Size,Size_adjusted,Automatic_annotation,TAREAN_annotation,Final_annotation,Species_Name
3,5,18728,18728,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
2,6,18795,18795,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
9,6,15755,15755,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
6,7,16584,16584,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
7,7,16478,16478,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
27,8,8476,8476,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
29,8,8260,8260,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
57,8,4399,4399,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
65,8,3914,3914,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
5,9,17668,17668,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
17,10,10561,10561,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
53,10,4986,4986,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
102,11,2465,2465,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
117,11,1726,1726,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
48,11,5425,5425,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
93,11,2887,2887,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
104,12,2324,2324,All/repeat/rDNA/45S_rDNA,Other,All/repeat/rDNA/45S_rDNA,Solanum_violaceum
112,12,1850,1850,All/repeat/rDNA/45S_rDNA,Other,All/repeat/rDNA/45S_rDNA,Solanum_violaceum
150,12,660,660,All/repeat/rDNA/45S_rDNA,Other,All/repeat/rDNA/45S_rDNA,Solanum_violaceum
62,12,4218,4218,All/repeat/rDNA/45S_rDNA,Other,All/repeat/rDNA/45S_rDNA,Solanum_violaceum
97,12,2610,2610,All/repeat/rDNA/45S_rDNA,Other,All/repeat/rDNA/45S_rDNA,Solanum_violaceum
31,13,8201,8201,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
89,13,3014,3014,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
20,14,9688,9688,All/repeat/mobile_element/Class_I/LINE,Other,All/repeat/mobile_element/Class_I/LINE,Solanum_violaceum
42,15,6195,6195,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Solanum_violaceum
98,15,2599,2599,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Solanum_violaceum
28,16,8327,8327,All,Other,All,Solanum_violaceum
37,17,7297,7297,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
39,18,7128,7128,All,Other,All,Solanum_violaceum
40,19,6484,6484,All,Other,All,Solanum_violaceum
43,20,6109,6109,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila,Solanum_violaceum
44,21,6035,6035,All/repeat/mobile_element/Class_I/LTR,Other,All/repeat/mobile_element/Class_I/LTR,Solanum_violaceum
58,22,4367,4367,All/repeat/mobile_element/Class_I,Other,All/repeat/mobile_element/Class_I,Solanum_violaceum
61,23,4241,4241,All,Other,All,Solanum_violaceum
68,24,3835,3835,All/repeat/mobile_element/Class_I/pararetrovirus,Putative LTR elements,All/repeat/mobile_element/Class_I/pararetrovirus,Solanum_violaceum
76,25,3578,3578,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
77,26,3573,3573,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Solanum_violaceum
82,27,3475,3475,All,Other,All,Solanum_violaceum
84,28,3299,3299,All,Other,All,Solanum_violaceum
85,29,3250,3250,All/repeat/mobile_element/Class_I,Other,All/repeat/mobile_element/Class_I,Solanum_violaceum
88,30,3037,3037,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Putative satellites (low confidence),All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Solanum_violaceum
90,31,2908,2908,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
92,32,2903,2903,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
94,33,2794,2794,All,Other,All,Solanum_violaceum
96,34,2620,2620,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
105,35,2274,2274,All,Other,All,Solanum_violaceum
107,36,2145,2145,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
108,37,1991,1991,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
111,38,1865,1865,All/repeat/mobile_element/Class_I,Other,All/repeat/mobile_element/Class_I,Solanum_violaceum
113,39,1836,1836,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
114,40,1812,1812,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
115,41,1785,1785,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
116,42,1727,1727,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Putative satellites (low confidence),All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Solanum_violaceum
118,43,1705,1705,All,Other,All,Solanum_violaceum
119,44,1553,1553,All,Other,All,Solanum_violaceum
120,45,1474,1474,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
122,46,1432,1432,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
123,47,1425,1425,All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA,Other,All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA,Solanum_violaceum
125,48,1303,1303,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
126,49,1297,1297,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
127,50,1277,1277,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
128,51,1226,1226,All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger,Other,All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger,Solanum_violaceum
129,52,1225,1225,All,Other,All,Solanum_violaceum
130,53,1184,1184,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
131,54,1179,1179,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
132,55,1137,1137,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
133,56,1102,1102,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Solanum_violaceum
134,57,1080,1080,All/repeat/mobile_element/Class_I,Other,All/repeat/mobile_element/Class_I,Solanum_violaceum
135,58,997,997,All,Other,All,Solanum_violaceum
136,59,962,962,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
137,60,915,915,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
138,61,893,893,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Solanum_violaceum
139,62,835,835,All,Other,All,Solanum_violaceum
140,63,824,824,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre,Solanum_violaceum
141,64,802,802,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
142,65,791,791,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork,Solanum_violaceum
143,66,765,765,All,Other,All,Solanum_violaceum
144,67,761,761,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
145,68,738,738,All,Other,All,Solanum_violaceum
146,69,727,727,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
147,70,705,705,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia,Solanum_violaceum
148,71,675,675,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia,Putative satellites (low confidence),All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia,Solanum_violaceum
149,72,664,664,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
151,73,625,625,All,Other,All,Solanum_violaceum
152,74,528,528,All,Other,All,Solanum_violaceum
153,75,525,525,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Solanum_violaceum
154,76,516,516,All,Other,All,Solanum_violaceum
155,77,502,502,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale,Solanum_violaceum
156,78,473,473,All,Other,All,Solanum_violaceum
157,79,471,471,All,Other,All,Solanum_violaceum
158,80,459,459,All,Other,All,Solanum_violaceum
159,81,448,448,All,Other,All,Solanum_violaceum
160,82,435,435,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana,Putative LTR elements,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana,Solanum_violaceum
161,83,422,422,All,Other,All,Solanum_violaceum
162,84,400,400,All,Other,All,Solanum_violaceum
163,85,371,371,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana,Putative satellites (low confidence),All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana,Solanum_violaceum
164,86,366,366,All,Other,All,Solanum_violaceum
165,87,359,359,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel,Solanum_violaceum
166,88,354,354,All,Other,All,Solanum_violaceum
167,89,349,349,All,Other,All,Solanum_violaceum
168,90,344,344,All,Other,All,Solanum_violaceum
169,91,342,342,All,Other,All,Solanum_violaceum
170,92,342,342,All,Other,All,Solanum_violaceum
171,93,337,337,All,Other,All,Solanum_violaceum
172,94,337,337,All,Other,All,Solanum_violaceum
173,95,331,331,All,Other,All,Solanum_violaceum
174,96,324,324,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
175,97,318,318,All,Other,All,Solanum_violaceum
176,98,315,315,All,Other,All,Solanum_violaceum
177,99,314,314,All,Other,All,Solanum_violaceum
178,100,299,299,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay,Solanum_violaceum
179,101,284,284,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
180,102,279,279,All,Other,All,Solanum_violaceum
181,103,273,273,All,Other,All,Solanum_violaceum
182,104,269,269,All,Other,All,Solanum_violaceum
183,105,264,264,All,Other,All,Solanum_violaceum
184,106,261,261,All,Other,All,Solanum_violaceum
185,107,261,261,All,Other,All,Solanum_violaceum
186,108,260,260,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca,Solanum_violaceum
187,109,237,237,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
188,110,236,236,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
189,111,235,235,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Solanum_violaceum
190,112,235,235,All,Other,All,Solanum_violaceum
191,113,234,234,All,Other,All,Solanum_violaceum
192,114,233,233,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
193,115,233,233,All,Other,All,Solanum_violaceum
194,116,231,231,All,Other,All,Solanum_violaceum
195,117,231,231,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Other,All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM,Solanum_violaceum
196,118,229,229,All,Other,All,Solanum_violaceum
197,119,223,223,All/organelle/mitochondria,Other,All/organelle/mitochondria,Solanum_violaceum
198,120,220,220,All,Other,All,Solanum_violaceum
199,121,215,215,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Solanum_violaceum
200,122,210,210,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Other,All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR,Solanum_violaceum
