"Number_of_reads_in_clusters"	2263426
"Number_of_clusters"	273551
"Number_of_superclusters"	273479
"Number_of_singlets"	858474
"Number_of_analyzed_reads"	3121900

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
64	3	7301	7301	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
1	4	69992	69992	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
3	4	41439	41439	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
2	5	46340	46340	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
28	5	15356	15356	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
29	5	15211	15211	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
6	5	28052	28052	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
101	6	3594	3594	"All/organelle/plastid"	"Other"	""
114	6	2795	2795	"All/organelle/plastid"	"Other"	""
118	6	2510	2510	"All/organelle/plastid"	"Other"	""
122	6	2177	2177	"All/organelle/plastid"	"Other"	""
144	6	1506	1506	"All/organelle/plastid"	"Other"	""
57	6	8217	8217	"All/organelle/plastid"	"Other"	""
73	6	6260	6260	"All/organelle/plastid"	"Other"	""
81	6	5182	5182	"All/organelle/plastid"	"Other"	""
82	6	5181	5181	"All/organelle/plastid"	"Other"	""
84	6	4962	4962	"All/organelle/plastid"	"Other"	""
87	6	4692	4692	"All/organelle/plastid"	"Other"	""
91	6	4327	4327	"All/organelle/plastid"	"Other"	""
93	6	4167	4167	"All/organelle/plastid"	"Other"	""
94	6	4111	4111	"All/organelle/plastid"	"Other"	""
95	6	4076	4076	"All/organelle/plastid"	"Other"	""
106	7	3348	3348	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
39	7	11582	11582	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
51	7	9238	9238	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
56	7	8508	8508	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
60	7	7884	7884	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
63	7	7356	7356	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
68	7	6885	6885	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
79	7	5339	5339	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
19	8	17351	17351	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
31	8	15024	15024	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
35	9	12516	12516	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
48	9	9642	9642	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
50	9	9481	9481	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
110	10	2974	2974	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
23	10	16267	16267	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
65	10	7233	7233	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
8	11	25615	25615	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
42	12	11000	11000	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
66	12	7201	7201	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
72	12	6283	6283	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
10	13	24176	24176	"All"	"Other"	""
20	14	16695	16695	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
97	14	4050	4050	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
103	15	3472	3472	"All/repeat/rDNA/45S_rDNA"	"Other"	""
108	15	3214	3214	"All/repeat/rDNA/45S_rDNA"	"Other"	""
143	15	1525	1525	"All/repeat/rDNA/45S_rDNA"	"Other"	""
74	15	6235	6235	"All/repeat/rDNA/45S_rDNA"	"Other"	""
80	15	5200	5200	"All/repeat/rDNA/45S_rDNA"	"Other"	""
16	16	18935	18935	"All"	"Other"	""
45	17	10328	10328	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
75	17	5904	5904	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
24	18	16198	16198	"All/repeat/satellite"	"Putative satellites (low confidence)"	""
25	19	16039	16039	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
37	20	12233	12233	"All"	"Other"	""
43	21	10676	10676	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
44	22	10626	10626	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
46	23	10122	10122	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
58	24	8070	8070	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
59	25	7947	7947	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
61	26	7700	7700	"All/repeat/mobile_element/Class_I"	"Other"	""
62	27	7676	7676	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	""
67	28	7100	7100	"All"	"Other"	""
70	29	6458	6458	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
71	30	6383	6383	"All"	"Other"	""
76	31	5779	5779	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
77	32	5567	5567	"All/repeat/mobile_element/Class_I"	"Other"	""
78	33	5443	5443	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
83	34	5109	5109	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
85	35	4807	4807	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
86	36	4764	4764	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
88	37	4428	4428	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
89	38	4356	4356	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	""
90	39	4332	4332	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
92	40	4299	4299	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
96	41	4056	4056	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
98	42	4045	4045	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
99	43	3904	3904	"All"	"Other"	""
102	44	3480	3480	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
104	45	3449	3449	"All"	"Other"	""
105	46	3406	3406	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
107	47	3238	3238	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
109	48	2996	2996	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
112	49	2882	2882	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
113	50	2850	2850	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
115	51	2760	2760	"All/organelle/mitochondria"	"Other"	""
116	52	2669	2669	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
117	53	2660	2660	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Putative LTR elements"	""
119	54	2477	2477	"All/organelle/mitochondria"	"Other"	""
120	55	2305	2305	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
123	56	2112	2112	"All"	"Other"	""
124	57	2090	2090	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	""
125	58	2089	2089	"All"	"Other"	""
126	59	2088	2088	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
127	60	2081	2081	"All"	"Other"	""
128	61	2059	2059	"All/repeat/mobile_element/Class_I"	"Other"	""
129	62	2005	2005	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
130	63	1915	1915	"All"	"Other"	""
131	64	1910	1910	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia"	"Other"	""
132	65	1832	1832	"All"	"Other"	""
133	66	1825	1825	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
134	67	1820	1820	"All/organelle/mitochondria"	"Other"	""
135	68	1752	1752	"All/repeat/mobile_element/Class_I"	"Other"	""
136	69	1659	1659	"All"	"Other"	""
137	70	1658	1658	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative satellites (low confidence)"	""
138	71	1643	1643	"All"	"Other"	""
139	72	1628	1628	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
140	73	1551	1551	"All"	"Other"	""
141	74	1550	1550	"All"	"Other"	""
142	75	1546	1546	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
145	76	1485	1485	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
146	77	1449	1449	"All"	"Other"	""
147	78	1401	1401	"All/organelle/mitochondria"	"Other"	""
148	79	1396	1396	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
149	80	1369	1369	"All/organelle/mitochondria"	"Other"	""
150	81	1367	1367	"All/organelle/mitochondria"	"Other"	""
151	82	1341	1341	"All"	"Other"	""
152	83	1341	1341	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
153	84	1336	1336	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
154	85	1327	1327	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
155	86	1325	1325	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
156	87	1274	1274	"All"	"Other"	""
157	88	1264	1264	"All"	"Other"	""
158	89	1252	1252	"All/repeat/mobile_element/Class_I"	"Other"	""
159	90	1243	1243	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	""
160	91	1232	1232	"All/repeat/mobile_element/Class_I"	"Other"	""
161	92	1207	1207	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
162	93	1203	1203	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	""
163	94	1182	1182	"All/repeat"	"Other"	""
164	95	1181	1181	"All"	"Other"	""
165	96	1173	1173	"All"	"Other"	""
166	97	1144	1144	"All"	"Other"	""
167	98	1128	1128	"All"	"Other"	""
168	99	1126	1126	"All"	"Other"	""
169	100	1110	1110	"All/organelle/mitochondria"	"Other"	""
208	101	574	574	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
212	101	533	533	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
170	102	1090	1090	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative satellites (low confidence)"	""
171	103	1070	1070	"All/organelle/mitochondria"	"Other"	""
172	104	1062	1062	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	""
173	105	1028	1028	"All"	"Other"	""
174	106	950	950	"All"	"Other"	""
175	107	914	914	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
176	108	900	900	"All"	"Other"	""
177	109	898	898	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
178	110	885	885	"All/organelle/mitochondria"	"Other"	""
179	111	870	870	"All"	"Other"	""
180	112	864	864	"All"	"Other"	""
181	113	856	856	"All"	"Other"	""
182	114	825	825	"All"	"Other"	""
183	115	794	794	"All"	"Other"	""
184	116	794	794	"All/organelle/mitochondria"	"Other"	""
185	117	789	789	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
186	118	785	785	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
187	119	781	781	"All"	"Other"	""
188	120	759	759	"All/repeat/mobile_element/Class_I"	"Putative LTR elements"	""
189	121	750	750	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
190	122	744	744	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	""
191	123	733	733	"All"	"Other"	""
192	124	730	730	"All/organelle/mitochondria"	"Other"	""
193	125	722	722	"All"	"Other"	""
194	126	707	707	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Angela"	"Other"	""
195	127	700	700	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
196	128	687	687	"All"	"Other"	""
197	129	668	668	"All/organelle/mitochondria"	"Other"	""
198	130	660	660	"All"	"Other"	""
199	131	653	653	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
200	132	650	650	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
201	133	641	641	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
202	134	628	628	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
203	135	626	626	"All"	"Other"	""
204	136	617	617	"All"	"Other"	""
205	137	594	594	"All/organelle/mitochondria"	"Other"	""
206	138	589	589	"All"	"Other"	""
207	139	579	579	"All/repeat/rDNA/5S_rDNA"	"rDNA"	""
209	140	566	566	"All/organelle/mitochondria"	"Other"	""
210	141	556	556	"All/organelle/mitochondria"	"Other"	""
211	142	544	544	"All"	"Other"	""
213	143	527	527	"All"	"Other"	""
214	144	520	520	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
215	145	518	518	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	""
216	146	517	517	"All"	"Other"	""
217	147	510	510	"All/organelle/mitochondria"	"Other"	""
218	148	506	506	"All/repeat/mobile_element/Class_I"	"Other"	""
219	149	502	502	"All/organelle/mitochondria"	"Other"	""
220	150	497	497	"All"	"Other"	""
221	151	491	491	"All"	"Other"	""
222	152	479	479	"All/organelle/mitochondria"	"Other"	""
223	153	478	478	"All"	"Other"	""
224	154	471	471	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
225	155	466	466	"All"	"Other"	""
226	156	453	453	"All"	"Other"	""
227	157	448	448	"All"	"Other"	""
228	158	445	445	"All"	"Other"	""
229	159	431	431	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
230	160	431	431	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	""
231	161	417	417	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	""
232	162	416	416	"All/organelle/mitochondria"	"Other"	""
233	163	416	416	"All"	"Other"	""
234	164	408	408	"All/organelle/mitochondria"	"Other"	""
235	165	403	403	"All"	"Other"	""
236	166	401	401	"All"	"Other"	""
237	167	391	391	"All"	"Other"	""
238	168	391	391	"All"	"Other"	""
239	170	381	381	"All/organelle/mitochondria"	"Other"	""
240	171	368	368	"All/organelle/mitochondria"	"Other"	""
241	172	368	368	"All"	"Other"	""
242	173	367	367	"All"	"Other"	""
243	174	356	356	"All"	"Other"	""
244	175	341	341	"All"	"Other"	""
245	176	340	340	"All"	"Other"	""
246	177	338	338	"All"	"Other"	""
247	178	334	334	"All"	"Other"	""
248	179	333	333	"All"	"Other"	""
249	180	328	328	"All"	"Other"	""
250	181	328	328	"All"	"Other"	""
251	182	325	325	"All"	"Other"	""
252	183	325	325	"All"	"Other"	""
253	184	318	318	"All"	"Other"	""
254	185	316	316	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
