"Number_of_reads_in_clusters"	1652714
"Number_of_clusters"	173629
"Number_of_superclusters"	173579
"Number_of_singlets"	705562
"Number_of_analyzed_reads"	2358276

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
17	2	17044	17044	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
19	2	15014	15014	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
22	2	14805	14805	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
26	2	13918	13918	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
27	2	13836	13836	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
28	2	13782	13782	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
32	2	13102	13102	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
38	2	11523	11523	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
42	2	10761	10761	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
47	2	9037	9037	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
48	2	8828	8828	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
56	2	7629	7629	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
57	2	7489	7489	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
70	2	4510	4510	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
1	3	54830	54830	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
2	3	38696	38696	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
8	3	25704	25704	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
23	4	14495	14495	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
29	4	13562	13562	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
35	4	12801	12801	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
36	4	12158	12158	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
46	4	9139	9139	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
52	4	8182	8182	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
54	4	7952	7952	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
59	4	6726	6726	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
64	4	5674	5674	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
3	5	30366	30366	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
4	5	29954	29954	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
25	6	13997	13997	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
45	6	9534	9534	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
10	7	22738	22738	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
50	8	8401	8401	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
51	8	8325	8325	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
69	8	5101	5101	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
30	9	13501	13501	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
58	9	7054	7054	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
39	10	11013	11013	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
62	10	6264	6264	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
55	11	7642	7642	"All/organelle/plastid"	"Other"	""
73	11	4425	4425	"All/organelle/plastid"	"Other"	""
82	11	2992	2992	"All/organelle/plastid"	"Other"	""
20	12	14873	14873	"All"	"Other"	""
21	13	14828	14828	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
33	14	13064	13064	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
34	15	13040	13040	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
37	16	11682	11682	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
67	17	5376	5376	"All/repeat/rDNA/45S_rDNA"	"Other"	""
76	17	3808	3808	"All/repeat/rDNA/45S_rDNA"	"Other"	""
96	17	2011	2011	"All/repeat/rDNA/45S_rDNA"	"Other"	""
41	18	10809	10809	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
43	19	10255	10255	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
44	20	9752	9752	"All"	"Other"	""
49	21	8556	8556	"All"	"Other"	""
53	22	8086	8086	"All/repeat/mobile_element/Class_I"	"Other"	""
60	23	6594	6594	"All/repeat/mobile_element/Class_I"	"Other"	""
75	24	4161	4161	"All/organelle/plastid"	"Other"	""
87	24	2422	2422	"All/organelle/plastid"	"Other"	""
74	25	4211	4211	"All/organelle/plastid"	"Other"	""
89	25	2359	2359	"All/organelle/plastid"	"Other"	""
61	26	6265	6265	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
65	27	5548	5548	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative LTR elements"	""
66	28	5424	5424	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
68	29	5360	5360	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
71	30	4497	4497	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
72	31	4463	4463	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
77	32	3805	3805	"All"	"Other"	""
78	33	3613	3613	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
79	34	3356	3356	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
131	35	867	867	"All/organelle/plastid"	"Other"	""
86	35	2452	2452	"All/organelle/plastid"	"Other"	""
80	36	3264	3264	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
81	37	3222	3222	"All"	"Other"	""
83	38	2816	2816	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
84	39	2643	2643	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
85	40	2507	2507	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
88	41	2381	2381	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
90	42	2351	2351	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	""
91	43	2333	2333	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
92	44	2300	2300	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
93	45	2168	2168	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
94	46	2120	2120	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
95	47	2075	2075	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
97	48	1922	1922	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
98	49	1906	1906	"All"	"Other"	""
99	50	1841	1841	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
100	51	1791	1791	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
101	52	1784	1784	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
102	53	1718	1718	"All"	"Other"	""
103	54	1713	1713	"All"	"Other"	""
104	55	1679	1679	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	""
105	56	1653	1653	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
106	57	1644	1644	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia"	"Other"	""
107	58	1598	1598	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	""
108	59	1531	1531	"All/repeat/rDNA/5S_rDNA"	"rDNA"	""
109	60	1445	1445	"All"	"Other"	""
110	61	1425	1425	"All"	"Other"	""
111	62	1399	1399	"All/repeat/mobile_element/Class_I"	"Other"	""
112	63	1358	1358	"All"	"Other"	""
113	64	1319	1319	"All"	"Other"	""
114	65	1228	1228	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative LTR elements"	""
115	66	1227	1227	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
116	67	1220	1220	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Putative LTR elements"	""
117	68	1220	1220	"All"	"Other"	""
118	69	1193	1193	"All"	"Other"	""
119	70	1176	1176	"All/repeat/mobile_element/Class_I/LTR"	"Other"	""
120	71	1163	1163	"All/organelle/plastid"	"Other"	""
121	72	1155	1155	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
122	73	1148	1148	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
123	74	1139	1139	"All"	"Other"	""
124	75	1136	1136	"All"	"Other"	""
125	76	1122	1122	"All"	"Other"	""
126	77	1099	1099	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Putative LTR elements"	""
127	78	1079	1079	"All"	"Other"	""
128	79	1055	1055	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
129	80	1008	1008	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
130	81	971	971	"All"	"Other"	""
132	82	846	846	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
133	83	811	811	"All"	"Other"	""
134	84	785	785	"All"	"Other"	""
135	85	752	752	"All"	"Other"	""
136	86	750	750	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	""
137	87	684	684	"All"	"Other"	""
138	88	667	667	"All"	"Other"	""
139	89	637	637	"All"	"Other"	""
140	90	626	626	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	""
141	91	611	611	"All"	"Other"	""
142	92	595	595	"All"	"Other"	""
143	93	594	594	"All"	"Other"	""
144	94	587	587	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	""
145	95	571	571	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
146	96	561	561	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
147	97	557	557	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	""
148	98	551	551	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	""
149	99	550	550	"All"	"Other"	""
150	100	544	544	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	""
151	101	518	518	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	""
152	102	514	514	"All"	"Other"	""
153	103	486	486	"All"	"Other"	""
154	104	470	470	"All/repeat/mobile_element/Class_I"	"Other"	""
155	105	461	461	"All"	"Other"	""
156	106	460	460	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
157	107	444	444	"All"	"Other"	""
158	108	437	437	"All"	"Other"	""
159	109	422	422	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
160	110	415	415	"All"	"Other"	""
161	111	387	387	"All"	"Other"	""
162	112	383	383	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	""
163	113	372	372	"All"	"Other"	""
164	114	372	372	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
165	115	350	350	"All"	"Other"	""
166	116	348	348	"All"	"Other"	""
167	117	338	338	"All"	"Other"	""
168	118	336	336	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
169	119	331	331	"All/organelle/mitochondria"	"Other"	""
170	120	326	326	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	""
171	121	322	322	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	""
172	122	319	319	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
173	123	313	313	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/MuDR_Mutator"	"Other"	""
174	124	308	308	"All"	"Other"	""
175	125	305	305	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	""
176	126	300	300	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	""
177	127	299	299	"All"	"Other"	""
178	128	295	295	"All"	"Other"	""
179	129	293	293	"All"	"Other"	""
180	130	292	292	"All"	"Other"	""
181	131	282	282	"All"	"Other"	""
182	132	276	276	"All"	"Other"	""
183	133	275	275	"All"	"Other"	""
184	134	274	274	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
185	135	258	258	"All"	"Other"	""
186	136	252	252	"All/organelle/mitochondria"	"Other"	""
187	137	248	248	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	""
188	138	248	248	"All"	"Other"	""
189	139	247	247	"All"	"Other"	""
190	140	246	246	"All"	"Other"	""
191	141	244	244	"All"	"Other"	""
192	142	237	237	"All"	"Other"	""
193	143	235	235	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	""
194	144	235	235	"All"	"Other"	""
